                   * /home/fossee/esim-workspace/rlc/rlc.cir
                   Transient Analysis  Thu Mar  3 22:39:44  2016
--------------------------------------------------------------------------------
Index   time            in              net-_l1-pad1_   out             
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	5.000000e-06	5.000000e-02	4.987531e-02	1.246852e-06	
2	5.280178e-06	5.280178e-02	5.266972e-02	1.320854e-06	
3	5.840535e-06	5.840535e-02	5.825775e-02	1.477567e-06	
4	6.961248e-06	6.961248e-02	6.942910e-02	1.848500e-06	
5	9.202674e-06	9.202674e-02	9.175305e-02	2.872991e-06	
6	1.368553e-05	1.368553e-01	1.363260e-01	6.472668e-06	
7	2.194726e-05	2.194726e-01	2.182111e-01	2.126781e-05	
8	3.309725e-05	3.309725e-01	3.281881e-01	6.637913e-05	
9	5.067770e-05	5.067770e-01	5.003525e-01	2.282765e-04	
10	7.587736e-05	7.587736e-01	7.445126e-01	7.495453e-04	
11	1.148834e-04	1.148834e+00	1.116458e+00	2.568666e-03	
12	1.725767e-04	1.725767e+00	1.653599e+00	8.600165e-03	
13	2.611301e-04	2.611301e+00	2.449145e+00	2.935038e-02	
14	3.948212e-04	3.948212e+00	3.588553e+00	9.911244e-02	
15	5.000000e-04	5.000000e+00	4.437073e+00	1.961489e-01	
16	5.207170e-04	5.000000e+00	4.393851e+00	2.212641e-01	
17	5.621511e-04	5.000000e+00	4.308845e+00	2.750166e-01	
18	6.450192e-04	5.000000e+00	4.147696e+00	4.029202e-01	
19	8.107554e-04	5.000000e+00	3.862838e+00	7.326468e-01	
20	1.142228e-03	5.000000e+00	3.451869e+00	1.622748e+00	
21	1.805173e-03	5.000000e+00	3.243259e+00	3.813696e+00	
22	2.654913e-03	5.000000e+00	3.872569e+00	6.264494e+00	
23	3.388366e-03	5.000000e+00	4.768295e+00	7.261355e+00	
24	4.128785e-03	5.000000e+00	5.514398e+00	7.052044e+00	
25	4.865315e-03	5.000000e+00	5.837744e+00	6.056151e+00	
26	5.803136e-03	5.000000e+00	5.654850e+00	4.656364e+00	
27	6.562563e-03	5.000000e+00	5.229095e+00	3.985072e+00	
28	7.307299e-03	5.000000e+00	4.831488e+00	3.939953e+00	
29	8.047002e-03	5.000000e+00	4.616893e+00	4.347987e+00	
30	8.863450e-03	5.000000e+00	4.629961e+00	4.962892e+00	
31	9.692949e-03	5.000000e+00	4.822357e+00	5.417193e+00	
32	1.044491e-02	5.000000e+00	5.028375e+00	5.529437e+00	
33	1.120165e-02	5.000000e+00	5.164572e+00	5.383427e+00	
34	1.194571e-02	5.000000e+00	5.191652e+00	5.118375e+00	
35	1.315428e-02	5.000000e+00	5.081146e+00	4.788680e+00	
36	1.399830e-02	5.000000e+00	4.971487e+00	4.744257e+00	
37	1.472570e-02	5.000000e+00	4.914339e+00	4.827307e+00	
38	1.545691e-02	5.000000e+00	4.907564e+00	4.957534e+00	
39	1.639911e-02	5.000000e+00	4.951867e+00	5.089979e+00	
40	1.717006e-02	5.000000e+00	5.002222e+00	5.125374e+00	
41	1.795598e-02	5.000000e+00	5.037537e+00	5.094126e+00	
42	1.869340e-02	5.000000e+00	5.045610e+00	5.032811e+00	
43	1.983040e-02	5.000000e+00	5.022743e+00	4.955093e+00	
44	2.065113e-02	5.000000e+00	4.996956e+00	4.938926e+00	
45	2.138550e-02	5.000000e+00	4.981417e+00	4.954809e+00	
46	2.211369e-02	5.000000e+00	4.977795e+00	4.984510e+00	
47	2.325765e-02	5.000000e+00	4.989183e+00	5.022286e+00	
48	2.408176e-02	5.000000e+00	5.001767e+00	5.029744e+00	
49	2.481531e-02	5.000000e+00	5.009192e+00	5.021705e+00	
50	2.554235e-02	5.000000e+00	5.010805e+00	5.007166e+00	
51	2.670586e-02	5.000000e+00	5.005017e+00	4.988757e+00	
52	2.753661e-02	5.000000e+00	4.998869e+00	4.985528e+00	
53	2.826826e-02	5.000000e+00	4.995393e+00	4.989727e+00	
54	2.899257e-02	5.000000e+00	4.994750e+00	4.996866e+00	

Index   time            in              net-_l1-pad1_   out             
--------------------------------------------------------------------------------
55	3.004490e-02	5.000000e+00	4.997361e+00	5.005169e+00	
56	3.084399e-02	5.000000e+00	5.000275e+00	5.007057e+00	
57	3.157887e-02	5.000000e+00	5.002109e+00	5.005305e+00	
58	3.230912e-02	5.000000e+00	5.002568e+00	5.001890e+00	
59	3.344169e-02	5.000000e+00	5.001302e+00	4.997507e+00	
60	3.426136e-02	5.000000e+00	4.999850e+00	4.996562e+00	
61	3.499634e-02	5.000000e+00	4.998965e+00	4.997433e+00	
62	3.572540e-02	5.000000e+00	4.998749e+00	4.999100e+00	
63	3.685635e-02	5.000000e+00	4.999372e+00	5.001224e+00	
64	3.767593e-02	5.000000e+00	5.000079e+00	5.001674e+00	
65	3.841057e-02	5.000000e+00	5.000507e+00	5.001244e+00	
66	3.913921e-02	5.000000e+00	5.000609e+00	5.000431e+00	
67	4.027743e-02	5.000000e+00	5.000301e+00	4.999396e+00	
68	4.109953e-02	5.000000e+00	4.999956e+00	4.999184e+00	
69	4.183359e-02	5.000000e+00	4.999750e+00	4.999400e+00	
70	4.256137e-02	5.000000e+00	4.999704e+00	4.999797e+00	
71	4.371328e-02	5.000000e+00	4.999858e+00	5.000302e+00	
72	4.454012e-02	5.000000e+00	5.000027e+00	5.000397e+00	
73	4.527292e-02	5.000000e+00	5.000124e+00	5.000286e+00	
74	4.599888e-02	5.000000e+00	5.000144e+00	5.000092e+00	
75	4.717900e-02	5.000000e+00	5.000064e+00	4.999846e+00	
76	4.801520e-02	5.000000e+00	4.999982e+00	4.999807e+00	
77	4.874505e-02	5.000000e+00	4.999937e+00	4.999866e+00	
78	4.946683e-02	5.000000e+00	4.999930e+00	4.999962e+00	
79	5.046379e-02	5.000000e+00	4.999964e+00	5.000068e+00	
80	5.124798e-02	5.000000e+00	5.000002e+00	5.000094e+00	
81	5.204920e-02	5.000000e+00	5.000029e+00	5.000069e+00	
82	5.278530e-02	5.000000e+00	5.000034e+00	5.000023e+00	
83	5.393932e-02	5.000000e+00	5.000016e+00	4.999965e+00	
84	5.476595e-02	5.000000e+00	4.999997e+00	4.999954e+00	
85	5.549825e-02	5.000000e+00	4.999986e+00	4.999967e+00	
86	5.622354e-02	5.000000e+00	4.999983e+00	4.999990e+00	
87	5.741306e-02	5.000000e+00	4.999993e+00	5.000018e+00	
88	5.825227e-02	5.000000e+00	5.000002e+00	5.000022e+00	
89	5.898112e-02	5.000000e+00	5.000007e+00	5.000015e+00	
90	5.970413e-02	5.000000e+00	5.000008e+00	5.000004e+00	
91	6.067475e-02	5.000000e+00	5.000004e+00	4.999992e+00	
92	6.145223e-02	5.000000e+00	5.000000e+00	4.999989e+00	
93	6.224608e-02	5.000000e+00	4.999997e+00	4.999992e+00	
94	6.298282e-02	5.000000e+00	4.999996e+00	4.999997e+00	
95	6.412403e-02	5.000000e+00	4.999998e+00	5.000004e+00	
96	6.494636e-02	5.000000e+00	5.000000e+00	5.000005e+00	
97	6.568021e-02	5.000000e+00	5.000002e+00	5.000004e+00	
98	6.640764e-02	5.000000e+00	5.000002e+00	5.000001e+00	
99	6.756501e-02	5.000000e+00	5.000001e+00	4.999998e+00	
100	6.839383e-02	5.000000e+00	5.000000e+00	4.999997e+00	
101	6.912630e-02	5.000000e+00	4.999999e+00	4.999998e+00	
102	6.985169e-02	5.000000e+00	4.999999e+00	4.999999e+00	
103	7.104300e-02	5.000000e+00	5.000000e+00	5.000001e+00	
104	7.188309e-02	5.000000e+00	5.000000e+00	5.000001e+00	
105	7.261196e-02	5.000000e+00	5.000000e+00	5.000001e+00	
106	7.333690e-02	5.000000e+00	5.000000e+00	5.000000e+00	
107	7.429973e-02	5.000000e+00	5.000000e+00	5.000000e+00	
108	7.507590e-02	5.000000e+00	5.000000e+00	4.999999e+00	
109	7.586809e-02	5.000000e+00	5.000000e+00	5.000000e+00	
110	7.660568e-02	5.000000e+00	5.000000e+00	5.000000e+00	
111	7.774523e-02	5.000000e+00	5.000000e+00	5.000000e+00	
112	7.856820e-02	5.000000e+00	5.000000e+00	5.000000e+00	

Index   time            in              net-_l1-pad1_   out             
--------------------------------------------------------------------------------
113	7.930358e-02	5.000000e+00	5.000000e+00	5.000000e+00	
114	8.003261e-02	5.000000e+00	5.000000e+00	5.000000e+00	
115	8.118745e-02	5.000000e+00	5.000000e+00	5.000000e+00	
116	8.201790e-02	5.000000e+00	5.000000e+00	5.000000e+00	
117	8.275333e-02	5.000000e+00	5.000000e+00	5.000000e+00	
118	8.348173e-02	5.000000e+00	5.000000e+00	5.000000e+00	
119	8.467284e-02	5.000000e+00	5.000000e+00	5.000000e+00	
120	8.551782e-02	5.000000e+00	5.000000e+00	5.000000e+00	
121	8.625237e-02	5.000000e+00	5.000000e+00	5.000000e+00	
122	8.698005e-02	5.000000e+00	5.000000e+00	5.000000e+00	
123	8.793781e-02	5.000000e+00	5.000000e+00	5.000000e+00	
124	8.872308e-02	5.000000e+00	5.000000e+00	5.000000e+00	
125	8.952274e-02	5.000000e+00	5.000000e+00	5.000000e+00	
126	9.027227e-02	5.000000e+00	5.000000e+00	5.000000e+00	
127	9.142818e-02	5.000000e+00	5.000000e+00	5.000000e+00	
128	9.227784e-02	5.000000e+00	5.000000e+00	5.000000e+00	
129	9.303547e-02	5.000000e+00	5.000000e+00	5.000000e+00	
130	9.378558e-02	5.000000e+00	5.000000e+00	5.000000e+00	
131	9.481077e-02	5.000000e+00	5.000000e+00	5.000000e+00	
132	9.564777e-02	5.000000e+00	5.000000e+00	5.000000e+00	
133	9.649598e-02	5.000000e+00	5.000000e+00	5.000000e+00	
134	9.728418e-02	5.000000e+00	5.000000e+00	5.000000e+00	
135	9.834546e-02	5.000000e+00	5.000000e+00	5.000000e+00	
136	9.923645e-02	5.000000e+00	5.000000e+00	5.000000e+00	
137	1.000000e-01	5.000000e+00	5.000000e+00	5.000000e+00	
