  * /home/bhargav/esim-workspace/7812voltageregulator/7812voltageregulator.cir
  Transient Analysis  Wed Jun 26 12:03:01  2019
--------------------------------------------------------------------------------
Index   time            alli            
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	
1	1.000000e-06	-1.65653e-08	
2	1.284824e-06	-1.67218e-08	
3	1.854472e-06	-1.70349e-08	
4	2.993768e-06	-1.76740e-08	
5	5.272360e-06	-1.90384e-08	
6	7.446315e-06	-2.05121e-08	
7	9.519263e-06	-2.21499e-08	
8	1.168868e-05	-2.41993e-08	
9	1.431524e-05	-2.73022e-08	
10	1.726517e-05	-3.19022e-08	
11	2.067069e-05	-3.92912e-08	
12	2.436861e-05	-5.09961e-08	
13	2.842086e-05	-7.04670e-08	
14	3.267939e-05	-1.02545e-07	
15	3.716739e-05	-1.56887e-07	
16	4.177439e-05	-2.48270e-07	
17	4.651121e-05	-4.04323e-07	
18	5.130605e-05	-6.69300e-07	
19	5.616754e-05	-1.12305e-06	
20	6.105352e-05	-1.89693e-06	
21	6.597196e-05	-3.22304e-06	
22	7.089929e-05	-5.48923e-06	
23	7.584219e-05	-9.37231e-06	
24	8.078772e-05	-1.60141e-05	
25	8.574100e-05	-2.73919e-05	
26	9.069499e-05	-4.68599e-05	
27	9.565348e-05	-8.01975e-05	
28	1.006130e-04	-1.37236e-04	
29	1.055766e-04	-2.34844e-04	
30	1.105437e-04	-4.01714e-04	
31	1.155183e-04	-6.86804e-04	
32	1.205035e-04	-1.17294e-03	
33	1.255081e-04	-1.99973e-03	
34	1.305441e-04	-3.39926e-03	
35	1.356343e-04	-5.75104e-03	
36	1.408156e-04	-9.65780e-03	
37	1.461508e-04	-1.60419e-02	
38	1.517424e-04	-2.62511e-02	
39	1.577581e-04	-4.22309e-02	
40	1.644498e-04	-6.65463e-02	
41	1.718453e-04	-1.00988e-01	
42	1.809551e-04	-1.52358e-01	
43	1.923811e-04	-2.26790e-01	
44	2.073238e-04	-3.34642e-01	
45	2.270699e-04	-4.87066e-01	
46	2.535729e-04	-6.99394e-01	
47	2.888136e-04	-9.84141e-01	
48	3.356201e-04	-1.35852e+00	
49	3.970242e-04	-1.83284e+00	
50	4.778128e-04	-2.42066e+00	
51	5.088537e-04	-2.63437e+00	
52	5.258407e-04	-2.74855e+00	
53	5.380032e-04	-2.82910e+00	
54	5.498125e-04	-2.90636e+00	

Index   time            alli            
--------------------------------------------------------------------------------
55	5.638288e-04	-2.99685e+00	
56	5.771139e-04	-3.08140e+00	
57	5.963376e-04	-3.20169e+00	
58	6.285279e-04	-3.39770e+00	
59	6.756697e-04	-3.67277e+00	
60	7.543494e-04	-4.10125e+00	
61	8.234010e-04	-4.44693e+00	
62	8.842381e-04	-4.72917e+00	
63	9.120133e-04	-4.85132e+00	
64	9.297472e-04	-4.92718e+00	
65	9.412755e-04	-4.97562e+00	
66	9.499949e-04	-5.01180e+00	
67	9.563913e-04	-5.03809e+00	
68	9.626106e-04	-5.06346e+00	
69	9.689357e-04	-5.08906e+00	
70	9.770305e-04	-5.12153e+00	
71	9.860578e-04	-5.15736e+00	
72	9.937972e-04	-5.18775e+00	
73	1.001469e-03	-5.21758e+00	
74	1.010540e-03	-5.25249e+00	
75	1.021176e-03	-5.29291e+00	
76	1.031094e-03	-5.33010e+00	
77	1.040883e-03	-5.36635e+00	
78	1.051846e-03	-5.40642e+00	
79	1.063869e-03	-5.44970e+00	
80	1.077065e-03	-5.49643e+00	
81	1.092570e-03	-5.55032e+00	
82	1.112174e-03	-5.61689e+00	
83	1.132048e-03	-5.68261e+00	
84	1.154596e-03	-5.75508e+00	
85	1.180391e-03	-5.83528e+00	
86	1.209801e-03	-5.92329e+00	
87	1.241585e-03	-6.01438e+00	
88	1.277454e-03	-6.11230e+00	
89	1.293078e-03	-6.15336e+00	
90	1.303470e-03	-6.18015e+00	
91	1.309751e-03	-6.19615e+00	
92	1.313725e-03	-6.20619e+00	
93	1.316237e-03	-6.21250e+00	
94	1.317824e-03	-6.21648e+00	
95	1.319093e-03	-6.21966e+00	
96	1.320271e-03	-6.22260e+00	
97	1.321431e-03	-6.22549e+00	
98	1.322633e-03	-6.22849e+00	
99	1.323841e-03	-6.23150e+00	
100	1.325244e-03	-6.23500e+00	
101	1.327319e-03	-6.24019e+00	
102	1.329288e-03	-6.24513e+00	
103	1.331341e-03	-6.25031e+00	
104	1.334472e-03	-6.25826e+00	
105	1.339037e-03	-6.27000e+00	
106	1.344545e-03	-6.28446e+00	
107	1.350321e-03	-6.30004e+00	
108	1.354479e-03	-6.31155e+00	
109	1.357563e-03	-6.32024e+00	
110	1.359733e-03	-6.32642e+00	
111	1.360598e-03	-6.32888e+00	
112	1.361051e-03	-6.33017e+00	

Index   time            alli            
--------------------------------------------------------------------------------
113	1.361404e-03	-6.33115e+00	
114	1.361652e-03	-6.33183e+00	
115	1.361961e-03	-6.33266e+00	
116	1.362318e-03	-6.33361e+00	
